Platform,WorkLoad,SubWorkLoad,SubWorkLoadScenario,Description,Action_Type,action_gesture,module_name,module_type,action_outcome,panel_type,action_scenario,action_scenario_type,action_subWorkLoad,thread_type,databag.rsvp,module_summary,target_thread_type,databag.meeting_rsvp,databag.is_toggle_on,databag.community_rsvp,main_entity_type,main_slot_app,eventInfo.identifier,databag.action_type,subNav_entity_type
IOS,Collab Action,Meeting,Meeting - Options - Presenting/Sharing screen,"Join a meeting, Click on the 3 dot button, Click on ""Share"" button, Click on ""Share Screen"" option to present your screen",Primary,touch,Initiate screen sharing,pushbutton,send,Active session or call,screenSharing,distributeContent,Screen Sharing,,,,Confidential Meeting,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Presenting/Sharing screen,"In the meeting screen,click on the Share  feature",Secondary, press,,,,Content sharing panel,,,,,,,,,,,Conversations,Conversations,Click,,
Maglev,Collab Action,Meeting,Meeting - Options - Presenting/Sharing screen,"In the meeting screen,click on the Share  feature",Primary, press,Share desktop view,pushbutton,send,Content sharing panel,contentSharing,beginDesktopSharing,ShareMedia,conference,,,Conference,,,,Conversations,Conversations,Share desktop,,
Web,Collab Action,Meeting,Meeting - Options - Presenting/Sharing screen,"In the meeting screen,click on the Share  feature",Primary, press,Open content share tray,pushbutton,navigation,Ubar interface,contentSharing,openContentSharingTray,ShareMedia,conference,,,Conference,,,,Conversations,Conversations,Open share content tray,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing video,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share video button to capture this scenario",Primary,touch,Begin video presentation,pushbutton,send,Media sharing options,beginVideoPresentation,showMedia,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing video,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share video button to capture this scenario",Secondary,,Successfully entered session,display,,Display screen,enterMeeting,enterSession,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Presenting/Sharing video,"Inside the meeting, click on the 3 dots, then click on the share option, then click on share video button to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Presenting/Sharing video,"Join a meeting, Click on the 3 dot button, Click on ""Share"" button, Click on ""Share Video"" option, Select the video that you want to share  and hit ""Start Presenting""",Primary,touch,Begin video presentation,pushbutton,send,Media sharing options,beginVideoPresentation,showMedia,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Resume a call,"Inside the meeting, after clicking put me on hold option, click on the resume button appearing on the screen to capture this scenario",Primary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Resume a call,"Inside the meeting, after clicking put me on hold option, click on the resume button appearing on the screen to capture this scenario",Secondary,touch,Confidential meeting,pushbutton,send,Universal button,webinarParticipantJoin,webinarParticipantEntry,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Resume a call,"Inside the meeting, after clicking put me on hold option, click on the resume button appearing on the screen to capture this scenario",Secondary,touch,Resume button,pushbutton,navigation,Active call or gathering,continueSession,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Resume a call,"After the meeting is in hold, Click on ""Resume"" button to resume the meeting",Primary,touch,Resume button,pushbutton,send,Active session or call,resumeCallOrMeeting,sessionOrMeeting,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Resume a call,"If the meeting is in on-hold,click on the resume button the resume the meeting",Primary, press,Resume call hold control,,display,Ubar interface,switchResumeCall,session,,conference,,,Conference,,,,Conversations,Conversations,Resume call,,
Android,Collab action,Meeting,Meeting - Options - Selecting a custom video background,"Inside the meeting, click on the 3 dots, then click on the change background button to capture this scenario",Primary,touch,More background options,pushbutton,activate custom background,Action menu,customBackgroundDuringCall,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Selecting a custom video background,"Join a meeting, Click on the 3 dot button, Click on ""background effects"" and select the background you want",Primary,touch,Choose custom background,pushbutton,set custom background,,blurBackground,sessionOrMeeting,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Selecting a custom video background,Click on the camera dropdown and click the background show below to customize ,Primary, press,Choose custom video background,pushbutton,choose,Custom video backdrop options,chooseCustomVideoBackground,customBackgroundSettingsPanel,,,,,,,,,Conversations,Conversations,Select custom video background,,
Web,Collab Action,Meeting,Meeting - Options - Selecting a custom video background,Click on the camera dropdown and click the background show below to customize ,Primary,,Choose custom video background,pushbutton,choose,Custom video backdrop options,chooseCustomVideoBackground,customBackgroundSettingsPanel,,,,,,,,,Conversations,Conversations,Select custom video background,,
Android,Collab action,Meeting,Meeting - Options - Show chat bubbles,"Inside the meeting, click on the 3 dots, then click on turn on chat bubbles to capture this scenario",Primary,touch,Enable chat bubbles,task,mask,Session stage,chatMessagesOverlay,,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Show chat bubbles,"Join a meeting, Click on the 3 dot button, Click on ""Show chat bubbles""",Primary,touch,Enable chat bubbles,pushbutton,send,Active session or call,enableChatOverlay,sessionOrMeeting,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Show chat bubbles,"In the meeting page ,click on more and next settings,in the shown dropdown click on show chat bubbles",Primary, press,More actions button,navigation,navigation,Ubar interface,showAdditionalCallActions,callOrMeetup,,conference,,,Conference,,,,Conversations,Conversations,Show more actions,,
Maglev,Collab Action,Meeting,Meeting - Options - Show chat bubbles,"In the meeting page ,click on more and next settings,in the shown dropdown click on show chat bubbles",Secondary, press,Toggle chat bubbles,,display,Ubar interface,chatBubblesSwitch,session,,conference,,,Conference,,,,Conversations,Conversations,Toggle chat bubbles,,
Maglev,Collab Action,Meeting,Meeting - Options - Speaker off,"In the meeting prejoin screen,click on the speaker icon to turn on the speaker",Primary, press,Sound bar control,,restore sound,Dialing screen,soundBarToggle,adjustSoundBar,,,,,,,,,Conversations,Conversations,Toggle sounds bar,,
Maglev,Collab Action,Meeting,Meeting - Options - Speaker off ,"In the meeting prejoin screen,click on the speaker icon to turn on the speaker",Secondary, press,Sound bar control,,restore sound,Pre-meeting setup screen,soundBarToggle,adjustSoundBar,,conference,,,Conference,,,,Conversations,Conversations,Toggle sounds bar,,
Android,Collab action,Meeting,Meeting - Options - Speaker on ,"Inside the meeting, click on the speaker button, click on the audio speaker option to capture this scenario",Primary,touch,Speaker activation,pushbutton,navigation,Active call or gathering,switchDeviceAudio,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Speaker on ,"Inside the meeting, click on the speaker button, click on the audio speaker option to capture this scenario",Secondary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Speaker on ,"Join a meeting, Click on the ""Speaker"" button and select ""Speaker""",Primary,touch,Activate speaker,pushbutton,send,Pre-meeting interface,switchDeviceAudio,sessionOrMeeting,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Speaker on ,"In the meeting prejoin screen,click on the speaker icon to turn off the speaker",Secondary, press,Sound bar control,,silence sound bar,Pre-meeting setup screen,soundBarToggle,adjustSoundBar,,conference,,,Conference,,,,Conversations,Conversations,Toggle sounds bar,,
Maglev,Collab Action,Meeting,Meeting - Options - Speaker on ,"In the meeting prejoin screen,click on the speaker icon to turn off the speaker",Primary, press,Sound bar control,,silence sound bar,Dialing screen,soundBarToggle,adjustSoundBar,,,,,,,,,Conversations,Conversations,Toggle sounds bar,,
IOS,Collab Action,Meeting,Meeting - Options - Speaker on iphone,"Join a meeting, Click on the ""Speaker"" button and select ""Speaker on iphone""",Primary,touch,Deactivate speaker,pushbutton,send,Pre-meeting interface,switchDeviceAudio,sessionOrMeeting,,,,,,,,,,,,,
Web,Collab Action,Meeting,Meeting - Options - Speaker view,"To change the layout of meeting, click on the view feature in the meeting page and click Speaker",Primary, press,Speaker view toggle,,switch,Ubar interface,showSpeakerView,viewMode,,conference,,,Conference,,,,Conversations,Conversations,Switch to speaker view,,
IOS,Collab Action,Meeting,Meeting - Options - Toggle off - All day,"Go to ""Calendar"" tab, Click on the timeframe you want the meeting to be scheduled, Enter the details of the meeting, turn off the toggle for All day if already turned on",Primary,touch,Toggle all-day event,switch,send,Schedule a new event,toggleAllDayOption,scheduleEntry,,stream,,,,,0,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Toggle off - Online,"Go to ""Calendar"" tab, Click on the timeframe you want the meeting to be scheduled, Enter the details of the meeting, turn off the toggle for online to make it as an offline meeting",Primary,touch,Toggle online status,switch,send,Schedule a new event,switchOnlineMode,scheduleEntry,,stream,,,,,0,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Toggle on - All day,"Go to ""Calendar"" tab, Click on the timeframe you want the meeting to be scheduled, Enter the details of the meeting, turn on the toggle for All day if turned off",Primary,touch,Toggle all-day event,switch,send,Schedule a new event,toggleAllDayOption,scheduleEntry,,stream,,,,,1,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Toggle on - All day,While creating meeting toggle on the all day,Primary, press,Toggle all-day event,switch,switch,Event scheduling form,updateAllDayOption,createOrUpdateMeeting,,,,,,,,,Booking Form,Call Application,Toggle all-day event,,
IOS,Collab Action,Meeting,Meeting - Options - Toggle on - Online,"Go to ""Calendar"" tab, Click on the timeframe you want the meeting to be scheduled, Enter the details of the meeting, turn on the toggle for online to make it offline as well as online meeting",Primary,touch,Toggle online status,switch,send,Schedule a new event,switchOnlineMode,scheduleEntry,,stream,,,,,1,,,,,,
Android,Collab action,Meeting,Meeting - Options - Turn off incoming video,"Inside the meeting, click on the 3 dots, then click on the turn off incoming video button to capture this scenario",Primary,touch,Disable incoming video,pushbutton,navigation,Active call or gathering,toggleIncomingVideo,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Turning off video,"Inside the meeting, click on the camera button when the camera is turned off, capture this scenario",Primary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Turning off video,"Inside the meeting, click on the camera button when the camera is turned off, capture this scenario",Secondary,touch,Deactivate video,pushbutton,navigation,Active call or gathering,callOrMeetUpVideoSwitch,sessionOrMeeting,Video Feed,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Turning off video,"Inside the meeting, click on the camera button when the camera is turned off, capture this scenario",Secondary,touch,Deactivate video,pushbutton,navigation,Active call or gathering,callOrMeetUpVideoSwitch,sessionOrMeeting,Video Feed,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Turning off video,"Join a meeting, Click on the ""Video"" button to turn on and turn off the camera",Primary,touch,Disable video,pushbutton,send,Active session or call,callOrMeetUpVideoSwitch,sessionOrMeeting,Video Feed,,,,Confidential Meeting,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Turning off video,Click on the camera to turn off video,Primary, press,Stop video control,play button,choose,Ubar interface,stopVideoStream,callOrMeetup,Video Feed,conference,,,Conference,,,,Call Monitoring,Conversations,Stop video,,
Web,Collab Action,Meeting,Meeting - Options - Turning off video,Click on the camera to turn off video,Primary, press,Stop video control,play button,choose,Ubar interface,stopVideoStream,callOrMeetup,Video Feed,conference,,,Conference,,,,Conversations,Conversations,Stop video,,
Android,Collab action,Meeting,Meeting - Options - Turning on video,"Inside the meeting, click on the camera button when the camera is turned on, capture this scenario",Primary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Turning on video,"Inside the meeting, click on the camera button when the camera is turned on, capture this scenario",Secondary,touch,Activate video,pushbutton,navigation,Active call or gathering,callOrMeetUpVideoSwitch,sessionOrMeeting,Video Feed,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Turning on video,"Join a meeting, Click on the ""Video"" button to turn on and turn off the camera",Primary,touch,Enable video,pushbutton,send,Active session or call,callOrMeetUpVideoSwitch,sessionOrMeeting,Video Feed,,,,Confidential Meeting,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Turning on video,Click on the camera to turn on video,Primary, press,Stop video control,play button,choose,Ubar interface,startVideoStream,callOrMeetup,Video Feed,conference,,,Conference,,,,Call Monitoring,Conversations,Start video,,
Web,Collab Action,Meeting,Meeting - Options - Turning on video,Click on the camera to turn on video,Primary, press,Stop video control,play button,choose,Ubar interface,startVideoStream,callOrMeetup,Video Feed,conference,,,Conference,,,,Conversations,Conversations,Start video,,
Android,Collab action,Meeting,Meeting - Options - Unmute,"Inside the meeting, click on the mic button when the mic is turned on, capture this scenario",Primary,touch,Enter now button,pushbutton,send,Pre-meeting interface,instantDialInMeeting,sessionOrMeeting,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - Options - Unmute,"Inside the meeting, click on the mic button when the mic is turned on, capture this scenario",Secondary,touch,Microphone activation,pushbutton,navigation,Active call or gathering,toggleMicrophone,sessionOrMeeting,TurnOffSound,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Options - Unmute,"Join a meeting, Click on the ""Mic"" button to turn Mute and Unmute",Primary,touch,Microphone disable,pushbutton,send,Engage or gather,toggleMicrophone,sessionOrMeeting,TurnOffSound,,,,Confidential Meeting,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Options - Unmute,Click on the mic to unmute audio,Primary, press,Mute audio control, sound contro,choose,Ubar interface,unmuteAudio,callOrMeetup,TurnOnSound,conference,,,Conference,,,,Call Monitoring,Conversations,Unmute audio,,
Web,Collab Action,Meeting,Meeting - Options - Unmute,Click on the mic to unmute audio,Primary, press,Mute audio control, sound contro,choose,Ubar interface,muteCallAudio,callOrMeetup,TurnOffSound,conference,,,Conference,,,,Conversations,Conversations,Mute audio,,
Maglev,Collab Action,Meeting,Meeting - Options - Video effects,Click on the more and followed by video effects and settings to add effects to the video during meeting,Primary, press,Video effects and settings control,,display,Ubar interface,showVideoSettingsPanel,callOrMeetup,Audio-Visual Framework,conference,,,Conference,,,,Conversations,Conversations,Open video effects and settings panel,,
Web,Collab Action,Meeting,Meeting - Options - Video effects ,Click on the more and followed by video effects and settings to add effects to the video during meeting,Primary, press,Apply privacy settings,pushbutton,add video effects,Meeting sidebar,addVideoEffects,videoFilters,CameraEffects,conference,,,Conference,,,,Conversations,Conversations,Apply video effects,,
Maglev,Collab Action,Meeting,Meeting - Reaction,"In the meeting screen , click on the react  feature",Primary, press,Open reactions panel,,,Ubar interface,showReactionsMenu,sessionFeedback,,conference,,,Conference,,,,Conversations,Conversations,Open reactions menu,,
Android,Collab action,Meeting,Meeting - Reaction - Applause,"Inside the meeting, click on the 3 dots, then click on applause button to capture this scenario",Primary,touch,Send applause,pushbutton,send,Action menu,applauseFeedback,sessionFeedback,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Reaction - Applause,"Join a meeting, Click on the 3 dot button, Click on ""Applause"" emoji to send love reaction",Primary,touch,Send applause,pushbutton,send,Action menu,applauseFeedback,sessionFeedback,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Reaction - Applause,"In the meeting screen , click on the react  feature,there it will popover the applause emoji,click on that to perform action",Primary, press,Applause reaction control,pushbutton,send,Ubar interface,applauseFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send applause reaction,,
Web,Collab Action,Meeting,Meeting - Reaction - Applause,"In the meeting screen , click on the react  feature,there it will popover the applause emoji,click on that to perform action",Primary, press,Applause reaction control,pushbutton,send,Ubar interface,applauseFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send applause reaction,,
Android,Collab action,Meeting,Meeting - Reaction - Laugh,"Inside the meeting, click on the 3 dots, then click on laugh button to capture this scenario",Primary,touch,Send laugh reaction,pushbutton,send,Action menu,laughFeedback,sessionFeedback,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Reaction - Laugh,"Join a meeting, Click on the 3 dot button, Click on ""Laugh"" emoji to send love reaction",Primary,touch,Send laugh reaction,pushbutton,send,Action menu,laughFeedback,sessionFeedback,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Reaction - Laugh,"In the meeting screen , click on the react  feature,there it will popover the laugh emoji,click on that to perform action",Primary, press,Laugh reaction control,pushbutton,send,Ubar interface,laughFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send laugh reaction,,
Web,Collab Action,Meeting,Meeting - Reaction - Laugh,"In the meeting screen , click on the react  feature,there it will popover the laugh emoji,click on that to perform action",Primary, press,Laugh reaction control,pushbutton,send,Ubar interface,laughFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send laugh reaction,,
Android,Collab action,Meeting,Meeting - Reaction - Like,"Inside the meeting, click on the 3 dots, then click on like button to capture this scenario",Primary,touch,Send like reaction,pushbutton,send,Action menu,likeFeedback,sessionFeedback,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Reaction - Like,"Join a meeting, Click on the 3 dot button, Click on ""Like"" emoji to send love reaction",Primary,touch,Send like reaction,pushbutton,send,Action menu,likeFeedback,sessionFeedback,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Reaction - Like,"In the meeting screen , click on the react  feature,there it will popover the like emoji,click on that to perform action",Primary, press,Like reaction control,pushbutton,send,Ubar interface,likeFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send like reaction,,
Web,Collab Action,Meeting,Meeting - Reaction - Like,"In the meeting screen , click on the react  feature,there it will popover the like emoji,click on that to perform action",Primary, press,Like reaction control,pushbutton,send,Ubar interface,likeFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send like reaction,,
Android,Collab action,Meeting,Meeting - Reaction - Love,"Inside the meeting, click on the 3 dots, then click on heart button to capture this scenario",Primary,touch,Send heart reaction,pushbutton,send,Action menu,heartFeedback,meeting Reactions,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Reaction - Love,"Join a meeting, Click on the 3 dot button, Click on ""Heart"" emoji to send love reaction",Primary,touch,Send heart reaction,pushbutton,send,Action menu,heartFeedbackSent,sessionFeedback,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Reaction - Love,"In the meeting screen , click on the react  feature,there it will popover the love emoji,click on that to perform action",Primary, press,Heart reaction control,pushbutton,send,Ubar interface,heartFeedbackSent,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send heart reaction,,
Web,Collab Action,Meeting,Meeting - Reaction - Love,"In the meeting screen , click on the react  feature,there it will popover the heart emoji,click on that to perform action",Primary, press,Heart reaction control,pushbutton,send,Ubar interface,heartFeedbackSent,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send heart reaction,,
Android,Collab action,Meeting,Meeting - Reaction - Raise hand,"Inside the meeting, click on the 3 dots, then click on raise hand button to capture this scenario",Primary,touch,Generic control,touch,,,indicateQuestion,indifferent,,standard,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - Reaction - Raise hand,"Join a meeting, Click on the 3 dot button, Click on ""Raise hand"" emoji to send love reaction",Primary,touch,Raise hand,pushbutton,send,Additional options menu,raisedQuery,sessionFeedback,IndicateHandRaise,,,,Conference,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - Reaction - Raise hand,"In the meeting screen , click on the raise  feature",Primary,keyboardshortcut,Keyboard shortcuts for Meeting and calendar,,navigation,Keyboard shortcuts,triggerKeyboardShortcuts,trigger,,,,,,,,,Conversations,Conversations,Invoke keyboard shortcuts,,
Maglev,Collab Action,Meeting,Meeting - Reaction - Raise hand,"In the meeting screen , click on the raise  feature",Secondary, press,Hand raise control,pushbutton,send,Ubar interface,raisedQuery,signalQuestion,IndicateHandRaise,conference,,,Conference,,,,Conversations,Conversations,Raise hand,,
Web,Collab Action,Meeting,Meeting - Reaction - Raise hand,"In the meeting screen , click on the raise  feature",Primary, press,Lower hand control,pushbutton,send,Ubar interface,lowerRaisedHand,signalQuestion,IndicateHandRaise,conference,,,Conference,,,,Conversations,Conversations,Lower raised hand,,
Android,Collab action,Meeting,Meeting - reaction - Surprise,"Inside the meeting, click on the 3 dots, then click on surprised button to capture this scenario",Primary,touch,Send surprised reaction,pushbutton,send,Action menu,surpriseFeedback,sessionFeedback,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - reaction - Surprise,"Join a meeting, Click on the 3 dot button, Click on ""Surprise"" emoji to send love reaction",Primary,touch,Send surprised reaction,pushbutton,send,Action menu,surpriseFeedback,sessionFeedback,,,,,,,,,,,,,
Maglev,Collab Action,Meeting,Meeting - reaction - Surprise,"In the meeting screen , click on the react  feature,there it will popover the suprised emoji,click on that to perform action",Primary, press,Surprised reaction control,pushbutton,send,Ubar interface,surpriseFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send surprised reaction,,
Web,Collab Action,Meeting,Meeting - Reaction - Surprise,"In the meeting screen , click on the react  feature,there it will popover the suprise emoji,click on that to perform action",Primary, press,Surprised reaction control,pushbutton,send,Ubar interface,surpriseFeedback,sessionFeedback,Conference Reactions,conference,,,Conference,,,,Conversations,Conversations,Send surprised reaction,,
Android,Collab action,Meeting,Meeting - RSVP - Accept,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on accept option to capture this scenario",Secondary,touch,Send RSVP choices,pushbutton,analyze,Complete meeting information page,viewRSVPSettings,scheduleEntry,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - RSVP - Accept,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on accept option to capture this scenario",Primary,,API workflow,,,Event calendar,restfulApiCall,restfulService,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - RSVP - Accept,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on accept option to capture this scenario",Secondary,touch,RSVP option,pushbutton,choose,Complete meeting information page,chooseRSVPOptions,scheduleEntry,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Accept,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Accept"" to accept a meeting",Secondary,,RESTful API workflow,,,Event calendar,apiUserRequest,,,planner,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Accept,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Accept"" to accept a meeting",Secondary,,List entry,,,Upcoming Meeting list,dragToReload,reload,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Accept,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Accept"" to accept a meeting",Secondary,,RESTful API workflow,,,Event calendar,apiUserRequest,,,planner,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Accept,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Accept"" to accept a meeting",Primary,touch,RSVP option,pushbutton,choose,Complete meeting information page,selectMeetingRsvpOption,scheduleEntry,,meeting information,,Sends meeting response,,Agree,,,,,,,
Maglev,Collab Action,Meeting,Meeting - RSVP - Accept,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to accept the meet",Primary, press,Session operations,pushbutton,navigation,,RSVPForEvent,meetingCalendarEntry,,,,,,,,,Booking Form,Planner App,Send RSVP,Agree,
Web,Collab Action,Meeting,Meeting - RSVP - Accept,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to accept the meet",Primary, press,Session operations,pushbutton,navigation,,RSVPForEvent,meetingCalendarEntry,,,,,,,,,Booking Form,Planner App,Send RSVP,Agree,
Android,Collab action,Meeting,Meeting - RSVP - Decline,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on decline option to capture this scenario",Secondary,,API workflow,,,Event calendar,restfulApiCall,restfulService,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - RSVP - Decline,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on decline option to capture this scenario",Primary,touch,RSVP option,pushbutton,choose,Complete meeting information page,chooseRSVPOptions,scheduleEntry,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Decline,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Decline"" to decline a meeting",Secondary,,RESTful API workflow,,,Event calendar,apiUserRequest,,,planner,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Decline,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Decline"" to decline a meeting",Secondary,,List entry,,,Upcoming Meeting list,dragToReload,reload,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Decline,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Decline"" to decline a meeting",Secondary,,RESTful API workflow,,,Event calendar,apiUserRequest,,,planner,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Decline,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Decline"" to decline a meeting",Secondary,touch,Open calendar,display,send,,openCalendarView,schedule,,,,Checking calendar,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Decline,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Decline"" to decline a meeting",Primary,touch,RSVP option,pushbutton,choose,Complete meeting information page,selectMeetingRsvpOption,scheduleEntry,,meeting information,,Sends meeting response,,Reject,,,,,,,
Maglev,Collab Action,Meeting,Meeting - RSVP - Decline,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to decline the meet",Secondary, press,,,,Primary schedule,,,,,,,,,,,Planner,Planner App,Click,,
Maglev,Collab Action,Meeting,Meeting - RSVP - Decline,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to decline the meet",Primary, press,Session operations,pushbutton,send,Primary schedule,RSVPForEvent,meetingCalendarGrid,,,,,,,,,Planner,Planner App,Send RSVP,AttendanceReply,
Web,Collab Action,Meeting,Meeting - RSVP - Decline,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to decline the meet",Secondary, press,Session operations,pushbutton,navigation,,RSVPForEvent,meetingCalendarEntry,,,,,,,,,Booking Form,Planner App,Send RSVP,Reject,
Web,Collab Action,Meeting,Meeting - RSVP - Decline,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to decline the meet",Secondary, press,Open calendar,pushbutton,information,Primary schedule,loadCalendar,loadMeetingCalendar,,,,,,,,,Planner,Planner App,View calendar,,
Web,Collab Action,Meeting,Meeting - RSVP - Decline,"In the calendar tab,click on the schedule meet, it will give popover page,click the RSVP option to decline the meet",Primary, press,Dismiss session,pushbutton,send,,closeSchedulingFormViewMode,closeMeetingDetails,,,,,,,,,Booking Form,Planner App,Dismiss meeting view mode,,
Android,Collab action,Meeting,Meeting - RSVP - Tentative,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on tentative option to capture this scenario",Secondary,,API workflow,,,Event calendar,restfulApiCall,restfulService,,,,,,,,,,,,,
Android,Collab action,Meeting,Meeting - RSVP - Tentative,"Click on the meeting scheduled in the calendar, navigate to the details section, click on RSVP, click on tentative option to capture this scenario",Primary,touch,RSVP option,pushbutton,choose,Complete meeting information page,chooseRSVPOptions,scheduleEntry,,,,,,,,,,,,,
IOS,Collab Action,Meeting,Meeting - RSVP - Tentative,"Go to the meeting details via calendar or chat, Click on the button near Join and select ""Tentative"" to put meeting in tentative",Secondary,,RESTful API workflow,,,Event calendar,apiUserRequest,,,planner,,,,,,,,,,,
